Category,Subject,Body
Death,"""Mr LMNO TEST Group Pension Scheme Ref TST12345678""","""
From: abc.xyz@testmail.com
Sent: 03 October 2020 14:15
To: test.pensions@pensions.com
Subject: Mr LMNO TEST Group Pension Scheme Ref TST12345678

Dear Sir / Madam

I write to you as representative of my father LMNO to inform you that he sadly passed away on 1st January 1400

My understanding is that LMNO has two pensions with TEST (£111.11 and £11.11 net / month)

If you can please let me know what needs to happen next, and if you require any further information from me at this time?

Thank you

ABC

"""
Death,"""Mr STU VWX""","""
From: abc.xyz@testmail.com
Sent: 08 December 2020 19:04
To: test.pensions@pensions.com
Subject: Mr STU VWX

Good day,

I have spoken with one of your advisers today but I need some clarification please.

My father Mr STU VWX NI no ZZ123123Z Ref TST12345678. Currently as my father died and had received his pension in advance the estate owes £1,111.11 which I understand. I am happy to have the money is paid out from what was his joint account with my mother, she will be keeping the account to receive payments from yourselves. could she then receive her payments?

I was also told that before any payments could be made to her, a copy of the probate must be supplied, but I see no reason for this as pensions fall outside the scope of probate. We are in the process of applying for Probate, which will probably happen end of January.

Can you confirm we can pay the amount owing and confirm that a copy of the probate is not required to release payments to my mother DEF.

If you have any questions please feel free to let me know. Thank you in advance,

Kind regards

ABC
+91 012345678
"""
Death,"""*PRE-IDENTIFIED USER SUPPORT REQUEST*""","""
-----Original Message-----
From: test.pensions@pensions.com
Sent: 03 October 2020 13:03
To: test.pensions@pensions.com
Subject: *PRE-IDENTIFIED USER SUPPORT REQUEST*

Reply e-mail address: abc.xyz@testmail.com
Forename: ABC
Surname: XYZ
NI Number: ZZ123123Z
DOB: 01 January 1400
Home Postcode: AA12 123
Employer: TEST Pension Scheme
Subject: Spouses Pension
Content: Although widowed I have been living with a partner for some years, could you please advise me of any conditions I should be aware of relating to a Spouses benefits should my death precede hers?

Regards

JKL

"""
Death,"""*PRE-IDENTIFIED USER SUPPORT REQUEST*** LMNO""","""
-----Original Message-----
From: test.pensions@pensions.com
Sent: 07 October 2020 00:18
To: test.pensions@pensions.com
Subject: *PRE-IDENTIFIED USER SUPPORT REQUEST*** LMNO

Reply e-mail address: abc.xyz@testmail.com
Forename: ABC
Surname: XYZ
NI Number: ZZ123123Z
DOB: 01 January 1400
Home Postcode:         
Employer: TEST
Subject: Spouses pension benefits
Content: I understand that a spouses pension is 50% of the members pension, upon the death of the member.

Is this 50% guaranteed or subject to agreement from the pension trustees?

is this 50% applicable regardless of the age of the spouse and or the difference in ages between the  member and the spouse? I have heard that the 50% does not necessarily apply if the spouse if more than 10 years younger than the member. This would be applicable to me, hence the question.

"""
Death,"""*PRE-IDENTIFIED USER SUPPORT REQUEST*""","""
-----Original Message-----
From: test.pensions@pensions.com
Sent: 03 October 2020 13:03
To: test.pensions@pensions.com
Subject: *PRE-IDENTIFIED USER SUPPORT REQUEST*

Reply e-mail address: abc.xyz@testmail.com
Forename: ABC
Surname: XYZ
NI Number: ZZ123123Z
DOB: 01 January 1400
Home Postcode: AA12 123
Employer: TEST Pension Scheme
Subject: Spouses Pension
Content: Although widowed I have been living with a partner for some years, could you please advise me of any conditions I should be aware of relating to a Spouses benefits should my death precede hers?

Regards

JKL

"""
Death,"""Question About My Pension After Death""","""
From: abc.xyz@testmail.com
Sent: 02 October 2020 14:25
To: test.pensions@pensions.com
Subject: Question About My Pension After Death


Good Morning,

I have a question regarding my pension after my death.

I understand my Wife who is a beneficiary will get a lump sum, but what about the pension it's self. Would my wife get a weekly/monthly percentage of my pension or just receive the lump sum?

Many Thanks

ABC XYZ

"""
Death,"""Report of Death of a Pension Recipient""","""
From: abc.xyz@testmail.com
Sent: 05 October 2020 11:09
To: test.pensions@pensions.com
Subject: Report of Death of a Pension Recipient

Hello

I need to report the death of my father, who was in receipt of pension payments from Test. Can you please let me know what I need to do?

Thank you.

Kind regards

ABC
"""
Death,"""Request for Pensioner ID card for LMNO""","""
From: test.pensions@pensions.com
Sent: 12 November 2020 10:14
To: test.schemes@pensions.com

Subject: Request for Pensioner ID card for LMNO
Importance: High

To : TEST Pensions

Please could you urgently provide LMNO with her pensioner ID card. Miss LMNO’s father sadly passed away on and she is still awaiting from November 2019. Mr XYZ’s Fin : TST12345678.

A pensioner ID card has been issued to her sister ABCD but the card for LMNO is still outstanding.

Please could you rectify this as a matter of urgency.
Regards

TEST PENSIONS

From: testfund@fincorp.com
Sent: 11 November 2020 20:29
To: test.pensions@pensions.com
Subject:

Hi TEST PENSIONS

Hope you are well.

Are you able to chase LMNO’s card which she has never received ( attached is ABCD’s one).

She can contact you direct if you prefer but as she is studying in XXX she has asked if I could do it on her behalf.
Many thanks
TEST FUND

"""
Death,"""TEST Death Approval – ABC XYZ - TST12345678""","""
From: testfund@fincorp.com
Sent: 05 October 2020 07:38
To: test.pensions@pensions.com
Subject: RE: TEST Death Approval – ABC XYZ - TST12345678

TEST PENSIONS,

I agree with the recommendation in respect of Mr ABC XYZ.

From: test.ifa@fincorp.com
Sent: 21 September 2020 15:36
To: test.pensions@pensions.com
Subject: TEST Death Approval – ABC XYZ - TST12345678

TEST – ABC XYZ - Death in Retirement

Please find attached the documentation relating to the above late member who died whilst in receipt of his pension. The member was unmarried at the date of death, therefore, the Committee are being asked to consider the lump sum death benefit of £1,500.00 only.

This case is being referred to the Committee because the member did not leave a Will, however a Nomination form was completed in 2002 was in favour of his common law wife (Mrs JKL) and son (Mr DEF).

Mr DEF has advised that the late member has lived in a Care Home for the last 7 years and has had no involvement with Mrs JKL. Furthermore, since 2015, the member has been in the care of the Adult Social Care Team in Birmingham City Council, who hold a Court of Protection Order (copy attached for reference).

It would be our recommendation that Lump sum death benefit is paid to his son - Mr DEF.

Please would you agree this recommendation?


Kind Regards


TEST IFA


"""
Death,"""TEST Death Approval – ABC XYZ - TST12345678""","""
From: testfund@fincorp.com
Sent: 05 October 2020 07:38
To: test.pensions@pensions.com
Subject: RE: TEST Death Approval – ABC XYZ - TST12345678

TEST PENSIONS,

I agree with the recommendation in respect of Mr ABC XYZ.

From: test.ifa@fincorp.com
Sent: 21 September 2020 15:36
To: test.pensions@pensions.com
Subject: TEST Death Approval – ABC XYZ - TST12345678

TEST – ABC XYZ - Death in Retirement

Please find attached the documentation relating to the above late member who died whilst in receipt of his pension. The member was unmarried at the date of death, therefore, the Committee are being asked to consider the lump sum death benefit of £1,500.00 only.

This case is being referred to the Committee because the member did not leave a Will, however a Nomination form was completed in 2002 was in favour of his common law wife (Mrs JKL) and son (Mr DEF).

Mr DEF has advised that the late member has lived in a Care Home for the last 7 years and has had no involvement with Mrs JKL. Furthermore, since 2015, the member has been in the care of the Adult Social Care Team in Birmingham City Council, who hold a Court of Protection Order (copy attached for reference).

It would be our recommendation that Lump sum death benefit is paid to his son - Mr DEF.

Please would you agree this recommendation?


Kind Regards


TEST IFA


"""
Death,"""TEST Death Approval - ABCD (TST12345678)""","""
From: test.schemes@pensions.com
Sent: 30 October 2020 16:25
To: testfund@fincorp.com
Subject: RE: TEST Death Approval - ABCD (TST12345678)

I agree with the recommendation with regards Mr ABCD

From: test.pensions@pensions.com
Sent: 29 October 2020 17:03
To: testfund@fincorp.com
Subject: TEST Death Approval - ABCD (TST12345678)
TEST Pension Plan – ABCD – Death in Retirement
Please find attached the documentation relating to the above late member who died whilst in receipt of his pension. As the member is a widower, the Committee are being asked to consider the lump sum death benefit of £1,500 only.
This case is being referred to the Committee as the nomination form was in the name of the deceased spouse and therefore no longer valid.
The member was survived by his son and a daughter and it would be our recommendation to pay the lump sum equally to both the son and the daughter.
Please would you agree with this recommendation?
Kind regards
TEST PENSIONS


"""
Death,"""Test Death Approval - LMNO (TST12345678)""","""
From: testfund@fincorp.com
Sent: 05 October 2020 16:33
To: test.pensions@pensions.com
Subject: RE: Test Death Approval - LMNO (TST12345678)

TEST PENSIONS,

I agree with the recommendation.

From: test.pensions@pensions.com
Sent: 05 October 2020 16:16
To: testfund@fincorp.com
Subject: FW: Test Death Approval - LMNO (TST12345678)

Test – LMNO – Death in Retirement

Further to our email below, we note that we have only received a response from XYZ.

Can we please have the additional responses so that we can proceed with the case?

Kind Regards


TEST PENSIONS


From: test.pensions@pensions.com
Sent: 03 September 2020 17:20
To: testfund@fincorp.com
Subject: Test Death Approval - LMNO (TST12345678)

Test – LMNO – Death in Retirement

Please find attached the documentation relating to the above late member who died whilst in receipt of his pension. As the member was a the Committee are being asked to consider the lump sum death benefit of £1,500 only.

This case is being referred to the Committee as there is conflict between the nomination form and the Will.

The form is in favour of his nephew Mr JKL and the Will (not signed or dated) in favour of his sister, Mrs ABC.

It would be our recommendation that the lump sum is paid to his nephew in accordance with his nomination form.

Please would you agree with this recommendation?

Kind regards


TEST PENSIONS


"""
Death,"""TEST Death Approval --- LMNO (TST12345678)""","""
From: test.schemes@pensions.com<mailto:test.schemes@pensions.com>
Sent: 13 December 2020 15:40
To: testfund@fincorp.com
Subject: RE: TEST Death Approval - LMNO (TST12345678)

I agree with the recommendation with regards Mr LMNO
Regards
TEST SCHEMES
From: test.pensions@pensions.com
Sent: 03 December 2020 11:41
To: testfund@fincorp.com
Subject: RE: TEST Death Approval - LMNO (TST12345678)
TEST – LMNO – Death in Retirement
Please find attached the documentation relating to the above late member who died whilst in receipt of his pension. The member was survived by his spouse, therefore, the Committee are being asked to consider the lump sum death benefit of £1,500.00 only.
This case is being referred to the Committee as there is no nomination form.
It would be our recommendation that the lump sum is paid to his spouse - Mrs JKL in line with his Will.
Please would you agree with this recommendation?
Kind regards
TEST PENSIONS


"""
Death,"""TEST Death Approval --- LMNO (TST12345678)""","""
From: test.schemes@pensions.com<mailto:test.schemes@pensions.com>
Sent: 13 December 2020 15:40
To: testfund@fincorp.com
Subject: RE: TEST Death Approval - LMNO (TST12345678)

I agree with the recommendation with regards Mr LMNO
Regards
TEST SCHEMES
From: test.pensions@pensions.com
Sent: 03 December 2020 11:41
To: testfund@fincorp.com
Subject: RE: TEST Death Approval - LMNO (TST12345678)
TEST – LMNO – Death in Retirement
Please find attached the documentation relating to the above late member who died whilst in receipt of his pension. The member was survived by his spouse, therefore, the Committee are being asked to consider the lump sum death benefit of £1,500.00 only.
This case is being referred to the Committee as there is no nomination form.
It would be our recommendation that the lump sum is paid to his spouse - Mrs JKL in line with his Will.
Please would you agree with this recommendation?
Kind regards
TEST PENSIONS


"""
Death,""" TEST Pension Fund : DEF""","""
From: abc.xyz@testmail.com
Sent: 05 October 2020 01:30
To: test.pensions@pensions.com
Subject: TEST Pension Fund : DEF

Good Morning,
Following the emails below my father XYZ has received a letter from you dated 01 January 1400 regarding the death on my mother DEF - your reference TST12345678.
In that letter you say you need to see certain original documents being my fathers birth certificate (or passport), marriage certificate and death certificate.
To say the least requiring original documents to be sent around the world is both unusual and high risk.
In dealing will my mothers estate no other pension provider (XXX or XXX) has asked for anything other than certified copies of documents.
To this end I spoke with a representative of TEST deceased estates department in XXX. He thought your need to be extraordinary and said certified copies suffice here.
Questions:
1.Can my father send certified copies authorised by an appropriate authority or a TEST officer at you XXX office.
2.What document or documents would be acceptable in lieu of a XXX marriage certificate as my father is unable to locate this document.
I await your reply.
Regards
ABC




------ Original Message ------
From: abc.xyz@testmail.com
To: test.pensions@pensions.com
Sent: Thursday, 13 Aug, 2020 At 7:41 AM
Subject: TEST Pension Fund : DEF
In my previous response to this I gave DEF’S DOB as 01 January 1400 which was an error.
The correct DOB is 01 January 1400.
Regards
ABC



------ Original Message ------
From: test.pensions@pensions.com
To: abc.xyz@testmail.com
Sent: Tuesday, 11 Aug, 2020 At 11:02 PM
Subject: TEST Pension Fund : DEF
Dear ABC
TEST Pension Fund
Please accept my sincerest condolences for your loss.
In order to assist us, could you please provide us with the following details:

• Date of birth:

• Has the death been registered and Death Certificate issued:

• What address did you/ will you use to register the death:

• Did the member have any financial dependants or a spouse?

• Address for condolence pack:

• Did the member leave a will?

• If yes - can I take the name of the executor?

• Contact number:
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com.
Yours sincerely
TEST PENSIONS
From: abc.xyz@testmail.com
Sent: 08 August 2020 05:45
To: test.pensions@pensions.com
Subject: *****
Good Morning,
This is to let you know that my mother ***** died of natural causes on 1st January 1400
I assume you will terminate her payments from the TEST Pension funds.
If there is anything else my father or I need to do please let me know.
Also does your scheme provide any funeral or bereavement benefits for my father?
Kind regards
ABC
"""
